आफ्रिकाखण्डः	Africa
डच भाषा	Dutch language
मार्गरेट थाचर	Margaret Thatcher
डारोति क्रोफट् हाज्किन्	Dorothy Hodgkin
पुष्पशाकम्	Cauliflower
वृन्ताकः	Eggplant
इंगमार बर्गमान	Ingmar Bergman
माता	Mother
१८२८	1828
१८२९	1829
१७४१	1741
१६६२	1662
१७४२	1742
१८३०	1830
१६६३	1663
१८३१	1831
१७४३	1743
१६६४	1664
१६६५	1665
१७४४	1744
१८३२	1832
१६६६	1666
१७४५	1745
१८३३	1833
१६६७	1667
१७४६	1746
परिवहनम्	Transport
१८३४	1834
१६६८	1668
१७४७	1747
१८३५	1835
१७४८	1748
१८३६	1836
१६६९	1669
लियोनार्ड ओइलर	Leonhard Euler
१६७०	1670
१७४९	1749
१८३७	1837
१६७१	1671
१७५०	1750
१८३८	1838
१६७२	1672
१७५१	1751
१८३९	1839
१६७३	1673
१७५२	1752
१८४०	1840
१६७४	1674
१७५३	1753
१८४१	1841
१७५४	1754
१६७५	1675
१८४२	1842
१७५५	1755
१६७६	1676
१६७७	1677
१७५६	1756
१८४४	1844
१६७८	1678
१७५७	1757
१६७९	1679
१७५८	1758
१८४६	1846
१६८०	1680
१७५९	1759
१८४७	1847
१६८१	1681
१७६०	1760
१८४८	1848
१६८२	1682
१७६१	1761
१८४९	1849
१६८३	1683
१७६२	1762
१८५०	1850
१६८४	1684
१७६३	1763
१८५१	1851
१७६४	1764
१६८५	1685
१८५२	1852
१६८६	1686
१७६५	1765
१८५३	1853
१६८७	1687
१७६६	1766
१८५४	1854
१६८८	1688
१७६७	1767
१८५५	1855
१६८९	1689
१७६८	1768
१८५६	1856
१६९०	1690
१७६९	1769
१६९१	1691
१७७०	1770
१८५८	1858
१६९२	1692
१७७१	1771
१८५९	1859
१६९३	1693
१७७२	1772
१८६०	1860
१७७३	1773
१८६१	1861
१६९४	1694
१६९५	1695
१७७४	1774
१८६२	1862
१६९६	1696
१७७५	1775
१८६३	1863
१६९७	1697
१७७६	1776
१८६४	1864
१६९८	1698
१८६५	1865
१७७७	1777
१६९९	1699
१८६६	1866
१७७८	1778
१७७९	1779
१८६७	1867
१७८०	1780
१८६८	1868
१७८१	1781
१८६९	1869
जलकूर्दनक्रीडा	Diving
रूसी भाषा	Russian language
१७८२	1782
१८७०	1870
१७८३	1783
१८७१	1871
व्लाडिमिर पुटिन	Vladimir Putin
१७८४	1784
१८७२	1872
१७८५	1785
१८७३	1873
१७८६	1786
१८७४	1874
१७८७	1787
१८७५	1875
१७८८	1788
१८७६	1876
१७८९	1789
१८७७	1877
१७९०	1790
१८७८	1878
१८७९	1879
१७९१	1791
रोटी	Bread
१७९२	1792
१८८०	1880
१७९३	1793
१८८१	1881
विश्व संस्थानस्य शैक्षणिक, वैज्ञानिक, सांस्कृतिक संस्थानम्	UNESCO
होमर सिम्प्सन	Homer Simpson
१७९४	1794
१८८२	1882
१७९५	1795
१८८३	1883
१७९६	1796
१८८४	1884
१७९७	1797
१८८५	1885
१८८६	1886
१७९८	1798
१८८७	1887
१७९९	1799
मार्ज सिम्प्सन	Marge Simpson
१८८८	1888
१८८९	1889
१८९०	1890
म्यागी सिम्प्सन	Maggie Simpson
१८९१	1891
१८९२	1892
१८९३	1893
१८९४	1894
१८९५	1895
१८९६	1896
१८९७	1897
१८९८	1898
चीनी भाषा	Chinese language
१८९९	1899
रक्तम्	Blood
अस्थिपञ्जरः	Skeleton
फुफ्फुसः	Lung
हिमप्रपात	Avalanche
भूकम्पः	Earthquake
खानिजः	Mineral
सत्यम्	Truth
मूषकम्	Mouse (computing)
प्राकृतिकविज्ञानम्	Natural science
सेर्गे आइसेन्स्टाइन	Sergei Eisenstein
अकिरा कुरोसावा	Akira Kurosawa
फ़्राँक्लिन रुज़वेल्ट	Franklin D. Roosevelt
अविसेन्न	Avicenna
विन्स्टन चर्चिल	Winston Churchill
नेल्सन् मण्डेला	Nelson Mandela
मार्टिन् लूथर् किङ्ग् (ज्यू)	Martin Luther King Jr.
प्राकृतिकी आपद्	Natural disaster
प्लावनम्	Flood
सुनामी	Tsunami
अग्निपर्वतः	Volcano
चक्रवातः	Tornado
व्याकरणम्	Grammar
प्रभञ्जन	Tropical cyclone
तेलुगु	Telugu language
वायुमण्डलम्	Atmosphere
अर्थशास्त्रम् (ग्रन्थः)	Economics
भाषाविज्ञानम्	Linguistics
लिपयः	Writing system
साक्षरता	Literacy
विराटनगर	Biratnagar
वर्गः:साहित्यम्	Category:Literature
महाभारतम्	Mahabharata
सिकन्दर महान	Alexander the Great
कान्स्टण्टैन १	Constantine the Great
हस्तकन्दुकक्रीडा	Handball
सभ्यता	Civilization
ओट्टो वॉन बिस्मार्क	Otto von Bismarck
तैमुरलंग	Timur
पीटर महान (रूस)	Peter the Great
काफीपेयम्	Coffee
फलरसः	Juice
क्षीरम्	Milk
पर्वताः	Mountain
हरि रुद नदी	Hari River, Afghanistan
मरुस्थलीयभूमिः	Desert
सलाउद्दीन	Saladin
अशोकः	Ashoka
अक्बरः	Akbar
साइमन बोलीवार	Simón Bolívar
क्वामे एन्क्रूमाह	Kwame Nkrumah
हांग् कांग् नगरम्	Hong Kong
कराची	Karachi
अरब-इस्रैल सङ्घर्षः	Arab–Israeli conflict
वाल्ट डिज्नी	Walt Disney
आर्किमिडीस्	Archimedes
थामस् एडिसन्	Thomas Edison
एन्रीको फर्मी	Enrico Fermi
हेन्री फोर्ड	Henry Ford
जोसेफ फोरिए	Joseph Fourier
गेलेन्	Galen
कोषि अगस्टीन् लूयी	Augustin-Louis Cauchy
सत्यजित राय	Satyajit Ray
स्टीवन स्पीलबर्ग	Steven Spielberg
योहानेस केप्लर्	Johannes Kepler
माक्स प्लान्क	Max Planck
निकोला टेस्ला	Nikola Tesla
चाणक्यः	Chanakya
गाटफ्रीड् लैबनिट्ज्	Gottfried Wilhelm Leibniz
कार्ल मार्क्स	Karl Marx
विद्या	Knowledge
लेतुवाभाषा	Lithuanian language
हिन्दूधर्मः	Hinduism
कुचः	Breast
परमाणुः	Atom
अर्विन श्रोडिन्गर	Erwin Schrödinger
मिथकशास्त्रं	Mythology
ताजमहल्	Taj Mahal
आत्मा	Soul
धर्मशास्त्रप्रविभागः	Religion
कोरियालि भाषा	Korean language
नारायणी	Narayani Zone
कैंटोनी भाषा	Cantonese
रने देकार्त	René Descartes
वियतनामी भाषा	Vietnamese language
सिग्मण्ड् फ़्रुड्	Sigmund Freud
थाई भाषा	Thai language
जैनमतम्	Jainism
जार्ज विल्हेम फ्रेडरिच हेगेल	Georg Wilhelm Friedrich Hegel
बहासा इंडोनेशिया	Indonesian language
विश्वपरम्परास्थानानि	World Heritage Site
इमान्युएल काण्ट	Immanuel Kant
सिखमतम्	Sikhism
योगः	Yoga
यकृत्	Liver
वृक्का	Kidney
एडम स्मिथ	Adam Smith
शशः	Rabbit
महावीरः	Mahavira
ऋषभदेवः तीर्थङ्करः	Rishabha
सागरः	Ocean
दिगम्बरः सम्प्रदायः	Digambara
थामस एक्विनास	Thomas Aquinas
विक्टोरिया	Queen Victoria
गौतमबुद्धः	Gautama Buddha
लोथाल्	Lothal
सरदार वल्लभभाई पटेल	Vallabhbhai Patel
मुहम्मद्	Muhammad
चिक्रोड़ः	Squirrel
सचिन तेण्डुलकर	Sachin Tendulkar
ए पि जे अब्दुल् कलाम्	A. P. J. Abdul Kalam
शाहरूख खान	Shah Rukh Khan
टोनी ब्लेयर	Tony Blair
कैटरीना कैफ	Katrina Kaif
मार्टिन लूथर	Martin Luther
आमिर खान	Aamir Khan
अमिताभ बच्चन	Amitabh Bachchan
हरिवंश राय बच्चन	Harivansh Rai Bachchan
नाभिः	Abdomen
बाङ्गला भाषा	Bengali language
जिह्वा	Tongue
नाडी	Nerve
कण्ठः	Neck
वक्त्रम्	Mouth
अन्त्रम्	Intestine
एलिज़बेथ २	Elizabeth II
डायना राजकुमारी	Diana, Princess of Wales
कोयम्बत्तूरु	Coimbatore
ऊटी	Udhagamandalam
मैसूरु	Mysore
नीलगिरिपर्वतः	Nilgiri mountains
राफेल् नडाल्	Rafael Nadal
राहुल गान्धी	Rahul Gandhi
भारतीयराष्ट्रियकाङ्ग्रेस्	Indian National Congress
भारतीयजनतापक्षः	Bharatiya Janata Party
दादाभाई नवरोजि	Dadabhai Naoroji
दीपावलिः	Diwali
मकरसङ्क्रमणम्	Makar Sankranti
होलीपर्व	Holi
पैथागोरस्	Pythagoras
रक्षाबन्धनम्	Raksha Bandhan
नवरात्रोत्सवः	Navratri
मैसूरुदसरामहोत्सवः	Vijayadashami
कुम्भोत्सवः	Kumbh Mela
रायन गिग्स	Ryan Giggs
टॉम क्लेवेर्ली	Tom Cleverley
एश्ली यंग	Ashley Young
११००	1100
सर्पण-शीलः	Reptile
अन्धता	Blindness
जीवाणुः	Bacteria
तरुः	Tree
द्राक्षा	Grape
मधु (आहारपदार्थः)	Honey
आलुकम्	Potato
शर्करा	Sugar
शाकानि	Vegetable
